Jam,temperature,humidity,light,pH,EC,TDS,WaterTemp,Label,Pattern
9.35,25,99,9990,6.1,1729,864,25.1,Selada,1
10.38,25.5,94,10630,6.5,1746,873,26.6,Selada,1
11.34,27.7,84,26540,6.6,1705,852,29.2,Selada,1
12.45,27.4,83,28980,6.3,1744,872,27.3,Selada,1
13.45,26.6,74,33280,6.3,1708,854,27.1,Selada,1
14.38,26.7,79,12620,6.5,1733,866,28,Selada,1
7.32,25.3,99,7536,6.5,1730,865,23.7,Selada,1
8.39,23.5,99,14580,6.2,1746,873,23.2,Selada,1
9.35,23.6,80,31180,6.2,1711,851,23.8,Selada,1
10.32,24.5,58,59830,6.5,1788,894,24.2,Selada,1
11.34,26,70,11410,6.9,1731,865,25.6,Selada,1
12.49,27.7,80,23300,6.7,1795,897,26.4,Selada,1
13.48,27.9,91,9918,6.2,1742,871,28,Selada,1
14.33,26.8,99,16920,6.4,1769,884,27,Selada,1
7.31,24.5,99,7335,6.5,1575,787,22.9,Selada,1
8.32,23.4,92,15430,6.5,1729,864,23.5,Selada,1
9.33,25.2,73,23230,6.5,1771,885,25.1,Selada,1
11.11,26.1,65,32820,6.4,1806,903,26,Selada,1
12.12,29.3,56,45370,6.8,1813,906,28,Selada,1
13.35,26.7,88,11750,6.8,1795,902,27.1,Selada,1
14.32,26.4,75,28660,6.4,1768,884,27.2,Selada,1
15.32,27.2,76,22970,6.4,1759,879,26.3,Selada,1
7.35,23.4,99,4685,6.3,1597,789,23,Selada,1
8.36,24.4,85,12630,6.5,1797,898,24.1,Selada,1
9.37,24.9,66,32360,6.8,1710,855,24.3,Selada,1
10.41,26.4,71,21320,6.5,1703,851,25.7,Selada,1
11.45,27.3,78,10460,6.7,1779,898,27,Selada,1
12.45,26,94,9536,6.6,1806,903,26.4,Selada,1
13.48,27.7,87,17370,6.7,1788,894,27.2,Selada,1
14.49,27.3,93,21080,6.1,1578,885,27.2,Selada,1
7.33,24.2,99,2497,5.8,1628,774,23.4,Selada,1
8.38,23.5,91,8976,5.7,1692,846,23,Selada,1
9.42,27,67,66570,5.7,1732,868,26.1,Selada,1
10.43,26.7,60,23720,6.6,1806,903,27,Selada,1
11.48,26.3,68,27430,6.7,1824,912,25.8,Selada,1
12.46,26.3,90,17310,6.5,1752,876,26.2,Selada,1
13.56,26.3,60,123100,6.6,1604,802,26,Selada,1
15.06,27.6,77,22980,6.5,1581,790,25.4,Selada,1
7.35,23,99,6882,6.1,1496,748,22.9,Selada,1
8.34,23,88,13560,6.8,1523,761,23.9,Selada,1
9.33,24.3,70,49540,6.8,1518,799,25,Selada,1
10.33,24.2,58,106000,6.9,1615,807,26,Selada,1
11.32,25.8,53,55530,6.9,1601,770,26.6,Selada,1
12.45,26,51,146900,6.9,1583,791,26.4,Selada,1
13.47,27.5,54,41990,6.8,1651,826,27.3,Selada,1
14.5,28.7,54,30520,6.9,1641,820,27.8,Selada,1
7.49,23.2,99,11310,6.8,1574,787,24.2,Selada,1
8.32,24.2,92,16870,6.8,1597,798,23.5,Selada,1
9.32,27.5,69,66410,6.1,1635,817,24.6,Selada,1
10.42,26.5,53,47770,6.9,1644,822,26.7,Selada,1
11.47,28.3,52,28450,6.1,1636,816,28.7,Selada,1
12.53,29.8,69,23720,6.1,1621,810,31,Selada,1
13.41,29.4,50,157600,6.5,1570,785,30,Selada,1
14.41,29.3,62,9932,6.6,1649,824,30.9,Selada,1
7.37,24.2,99,3843,6.3,1277,638,24.4,Selada,1
8.55,24,99,8129,6.5,1359,679,25,Selada,1
10.02,25.6,99,27960,6.6,1356,678,24.9,Selada,1
11.09,27.7,99,30460,6.5,1373,686,25.5,Selada,1
12.32,28.7,82,9929,6.1,1745,872,24.8,Selada,1
13.23,29.2,67,35750,6.8,1462,881,25.3,Selada,1
14.34,31.2,59,21620,6.8,1762,881,25.5,Selada,1
15.34,32.6,55,13230,6.9,1735,867,26.2,Selada,1
7.45,25.4,99,10170,6.9,1567,783,23.5,Selada,1
9.13,24.7,99,11060,6.9,1627,813,23.8,Selada,1
10.21,25.9,99,10120,6.8,1684,842,24.3,Selada,1
11.39,25.9,99,25760,6.9,1648,824,25,Selada,1
12.43,26.6,74,49250,6.8,1569,784,26.3,Selada,1
14.38,26.8,91,34680,6.8,1580,792,27.1,Selada,1
15.14,29.4,93,50520,6.1,1708,854,28.6,Selada,1
16.3,29.1,94,80750,6.9,1792,871,28.7,Selada,1
7.54,25.3,99,7554,6.1,1522,776,23.3,Selada,1
9.16,24.8,99,25470,6.1,1540,770,23.8,Selada,1
10.32,25.2,81,17330,6.6,1582,791,24.8,Selada,1
11.32,27.6,58,19570,6.8,1562,784,25.6,Selada,1
12.44,26.4,60,20510,6.5,1573,786,26.1,Selada,1
13.55,28.2,70,53070,6.5,1631,815,26.1,Selada,1
15.04,29.1,75,115500,6.7,1661,830,26.6,Selada,1
16.12,28.5,57,64700,6.5,1632,820,28.1,Selada,1
7.43,24.7,99,5100,6.6,1386,693,24.2,Selada,1
8.58,26.4,89,3980,6.5,1550,775,25.1,Selada,1
10.01,26,86,6213,6.1,1564,782,24.8,Selada,1
11.19,25.6,72,160200,6.8,1566,783,25.9,Selada,1
12.55,26.5,58,14900,6.8,1595,797,25.9,Selada,1
14.02,28.3,66,26100,6.9,1585,792,26.6,Selada,1
15.34,28.4,66,39220,6.9,1705,854,27.3,Selada,1
16.35,27.3,99,3304,6.9,1635,817,27.1,Selada,1
7.34,24.8,99,3467,6.8,1488,744,23.7,Selada,1
8.45,24,99,13820,6.9,1561,780,23.5,Selada,1
9.55,24.1,75,39110,6.8,1589,792,23.5,Selada,1
11.13,25.8,73,26830,6.8,1568,784,24.9,Selada,1
12.15,29.7,59,56900,6.1,1656,828,27.8,Selada,1
13.07,30.4,67,28380,6.9,1733,866,27.6,Selada,1
14.12,29,89,17070,6.1,1739,869,28.6,Selada,1
15.23,29.5,99,57600,6.1,1730,869,28.3,Selada,1
7.39,24.5,99,610,6.5,1448,724,24.1,Selada,1
8.48,24.5,99,1650,6.6,1507,753,23.6,Selada,1
9.39,25.9,99,2300,6.3,1474,737,23.5,Selada,1
10.35,29.3,99,5915,6.3,1778,889,25.2,Selada,1
11.45,30,84,4360,6.6,1859,929,28,Selada,1
13.03,27.7,74,1829,6.7,1944,972,27.6,Selada,1
14.01,28.5,79,31920,6.5,1886,943,28.9,Selada,1
15.09,28.7,83,22240,6.6,1877,938,28.5,Selada,1
7.36,25,99,9655,6.5,1582,791,24.3,Selada,1
8.54,24.8,99,14170,6.1,1797,890,24.5,Selada,1
9.37,24.9,80,3720,6.8,1782,864,26.2,Selada,1
10.55,24.9,58,96120,6.8,1788,894,26,Selada,1
12.22,25.7,70,17370,6.8,1832,916,27.4,Selada,1
13.12,25.4,80,40620,6.9,1859,926,26.7,Selada,1
14.25,28.8,91,11090,6.9,1848,924,27.2,Selada,1
15.32,27.3,99,3855,6.9,1826,913,27.5,Selada,1
7.32,24.2,99,14380,6.8,1782,892,24.3,Selada,1
8.38,25.1,92,16450,6.9,1812,906,24,Selada,1
9.39,25.6,73,25610,6.8,1532,761,24.9,Selada,1
10.41,26.6,65,1853,6.8,1532,761,24.9,Selada,1
11.33,27.2,56,19040,6.1,1520,760,24.3,Selada,1
12.45,25.8,88,22700,6.9,1713,856,24.9,Selada,1
13.38,27,75,42500,6.1,1710,854,26,Selada,1
14.31,26.9,76,186900,6.1,1691,845,26.7,Selada,1
8.01,24.4,99,21340,6.6,1680,840,24.1,Selada,1
9.02,24.5,99,9809,6.8,1705,852,23.8,Selada,1
10.42,24.8,75,1537,6.5,1690,845,26,Selada,1
15.4,29.8,87,17130,6.9,880,430,23.8,Selada,1
16.35,27.6,85,7753,6.8,885,433,24,Selada,1
7.34,24,0,8016,6.8,877,438,24.9,Selada,1
9.17,24.2,0,6554,6.1,877,438,27.4,Selada,1
10.38,25.3,0,52780,6.9,855,433,28,Selada,1
11.36,26.4,0,12230,6.1,881,440,29.8,Selada,1
13.31,27.8,0,93270,6.1,888,445,31.5,Selada,1
13.32,28.4,0,3440,6.5,887,442,31.4,Selada,1
15.23,27.5,0,2088,6.6,886,433,22.9,Selada,1
15.59,26.7,0,1610,6.3,877,443,23,Selada,1
7.37,24.9,0,7488,6.3,877,436,23,Selada,1
8.55,24.3,0,9841,6.5,873,436,24,Selada,1
10.02,24.6,0,11770,6.5,892,434,26,Selada,1
11.09,25.1,0,19940,6.2,887,447,27.3,Selada,1
12.13,25.9,0,20640,6.2,905,462,27.6,Selada,1
13.23,25.3,80,11370,6.5,952,478,27.7,Selada,1
14.34,25.3,91,11270,6.9,855,427,27.3,Selada,1
15.34,24.3,99,4511,6.7,929,464,33.1,Selada,1
7.45,23.5,99,7828,6.2,900,449,31.5,Selada,1
9.13,23.8,99,27350,6.4,887,443,32.5,Selada,1
10.21,27.4,99,23780,6.5,967,482,32.5,Selada,1
11.32,27.1,99,53160,6.5,964,482,24.5,Selada,1
12.43,27.4,84,81320,6.5,998,499,26.6,Selada,1
14.12,27.4,74,34080,6.4,987,499,28.6,Selada,1
15.14,28.8,79,6776,6.8,976,490,30.1,Selada,1
16.32,26.6,83,10960,6.8,953,463,30.4,Selada,1
7.54,23.2,99,2031,6.4,915,457,32.3,Selada,1
9.16,23.3,99,1627,6.4,918,461,32.2,Selada,1
10.32,24.8,80,2862,6.3,911,461,31.6,Selada,1
11.32,27.8,58,13800,6.5,918,459,30.4,Selada,1
12.44,27.6,70,7731,6.8,956,478,31.5,Selada,1
13.55,37.8,80,8393,6.5,915,455,31.4,Selada,1
15.04,30.5,91,11030,6.2,984,459,32.6,Selada,1
16.12,29.6,99,9110,6.5,908,454,34.1,Selada,1
7.43,22.5,99,4216,6.9,915,457,27.2,Selada,1
8.58,23.7,92,13590,6.5,960,480,26.1,Selada,1
10.01,27.3,73,35450,6.4,926,459,24.2,Selada,1
11.19,24.5,65,84840,6.5,921,464,24.5,Selada,1
12.55,30,56,17580,6.3,954,494,25.5,Selada,1
14.02,29.9,88,10480,6.7,976,490,26.4,Selada,1
15.34,30,75,17130,6.6,926,483,26.9,Selada,1
16.35,28,76,7753,6.6,918,459,27.7,Selada,1
7.34,23.2,99,6487,6.5,918,459,27.2,Selada,1
8.45,24.5,85,10270,6.4,915,457,27,Selada,1
9.55,28.9,66,14430,6.5,915,465,24.2,Selada,1
11.13,28.6,71,22110,6.8,929,482,24.8,Selada,1
12.15,32.7,94,5770,6.8,952,459,26.6,Selada,1
13.07,29.8,78,2897,6.9,929,464,28.1,Selada,1
14.12,32.5,87,3280,6.9,922,476,28.4,Selada,1
15.23,34.1,93,3369,6.9,900,450,28,Selada,1
7.38,24.8,99,10420,6.8,915,457,24.1,Selada,1
8.55,25.5,91,19700,6.9,926,478,24.8,Selada,1
9.53,27,67,32320,6.8,914,460,26.3,Selada,1
11.03,28.1,60,32860,6.8,952,476,25.5,Selada,1
12.05,30.3,68,26470,6.1,967,483,26.2,Selada,1
13.33,30.1,90,129600,6.9,972,486,27,Selada,1
14.49,33.4,60,4917,6.1,976,488,28,Selada,1
16.32,34.1,77,7832,6.1,983,493,28.7,Selada,1
7.32,25.2,99,9754,6.6,998,499,26,Selada,1
8.42,26.5,88,38050,7,998,499,22.6,Selada,1
9.49,28.5,70,74090,6.6,987,499,23,Selada,1
10.57,31.2,58,56300,6.5,976,490,24.7,Selada,1
11.59,32.6,53,27800,6.5,953,463,27.5,Selada,1
12.58,31.6,51,26900,6.5,964,483,27.5,Selada,1
14.25,32.3,54,7870,6.5,972,507,30,Selada,1
16.38,31.8,54,13990,6.6,863,431,31,Selada,1
7.51,24.5,99,4375,6.5,850,425,28.9,Selada,1
8.57,24.8,92,17640,6.5,839,419,22.1,Selada,1
10.43,25.4,69,38730,6.5,847,423,24.1,Selada,1
11.58,26.7,53,101100,6.5,853,426,26.3,Selada,1
12.56,27.7,52,49330,6.4,966,483,31,Selada,1
13.58,31.7,69,46410,6.4,855,427,31.2,Selada,1
14.56,30.5,50,15960,6.4,918,459,31.3,Selada,1
16.23,33.5,62,12030,6.4,915,457,32.2,Selada,1
7.18,23.7,99,7613,6.4,915,465,29.8,Selada,1
8.44,24.3,99,11290,6.3,929,482,23.9,Selada,1
10.16,25.2,90,39790,6.3,952,459,26,Selada,1
11.28,25.9,83,161000,6.2,929,464,27.9,Selada,1
12.54,26.7,99,145100,5.9,900,449,27.1,Selada,1
14.12,26.8,81,158200,5.8,887,443,27.5,Selada,1
15.12,30.3,84,122400,5.7,967,482,24.3,Selada,1
16.12,29.1,85,56170,5.9,964,482,24.5,Selada,1
7.39,25.3,99,9102,6.5,922,463,25,Selada,1
8.48,24.8,99,19680,6.4,915,454,24.7,Selada,1
9.39,25.2,90,40740,6.6,915,457,25.5,Selada,1
10.35,27.6,87,36060,6.6,918,461,25.4,Selada,1
11.41,26.5,67,182200,6.7,911,461,25,Selada,1
13.03,28.2,66,702000,6.5,881,424,25.3,Selada,1
14.01,29.2,44,137800,6.8,845,442,24.2,Selada,1
15.09,28.3,42,57810,6.9,873,436,26.4,Selada,1
7.36,24.7,99,12590,6.6,878,424,26.7,Selada,1
8.54,24.6,99,23520,6.7,972,507,27.5,Selada,1
9.37,26,92,61690,6.3,918,459,28.4,Selada,1
10.55,25.6,80,45970,6.3,967,483,28.3,Selada,1
12.22,26.5,78,53900,6.2,905,462,27.4,Selada,1
13.1,28.3,68,121000,6.3,952,478,26.7,Selada,1
14.25,28.4,59,43530,6.9,922,463,23.9,Selada,1
15.32,27.3,56,29780,6.4,915,454,24.2,Selada,1
7.32,24.8,99,58130,6.6,1719,859,24.3,Selada,1
8.38,24,99,12400,6.5,1822,911,25.1,Selada,1
9.39,24,86,45490,6.4,1787,893,25.5,Selada,1
10.41,25.7,68,17620,6.6,1723,861,25.5,Selada,1
11.33,29.8,67,15000,6.6,1589,860,24.8,Selada,1
12.45,29.5,61,145000,6.7,1738,869,24.3,Selada,1
13.38,30.4,61,148100,6.5,1729,864,23,Selada,1
14.31,29,75,39670,6.8,1746,873,23.4,Selada,1
7.32,24.6,99,560,6.9,1705,852,23.4,Selada,1
8.32,24.4,99,2734,6.6,1744,872,22.2,Selada,1
9.43,25.7,99,17450,6.7,1754,877,22.9,Selada,1
11.03,29.3,98,28590,6.5,1726,881,25.1,Selada,1
12.05,30.1,68,142000,6.4,1768,884,26.2,Selada,1
13.09,27.8,65,160200,6.5,1728,882,27,Selada,1
14.06,28.6,78,43710,6.3,1765,882,29.4,Selada,1
15.14,28.8,70,14080,6.7,1585,792,27.9,Selada,1
8.15,25,99,1490,6.6,1714,857,23.8,Selada,1
9.21,24.8,99,1010,6.6,1746,873,23.9,Selada,1
10.28,24.9,83,49120,6.5,1745,872,24.2,Selada,1
11.58,24.9,78,36140,6.4,1735,867,24.4,Selada,1
13.01,25.7,69,39420,6.7,1782,864,26.6,Selada,1
14.09,25.4,82,145800,6.6,1788,894,25.1,Selada,1
15.39,28.9,70,30990,6.7,1832,916,25,Selada,1
16.39,27.3,55,23410,6.1,1859,926,25,Selada,1
7.39,23.3,99,932,6.5,1848,924,24.1,Selada,1
8.45,23.6,99,2028,6.5,1826,913,24.1,Selada,1
9.46,22.6,99,8250,6.7,1782,892,24.5,Selada,1
10.56,25.6,88,32280,6.5,1812,906,23.7,Selada,1
12.02,25.8,83,18180,6.6,1532,761,26.2,Selada,1
13.08,28.8,93,39090,6.5,1730,869,26.7,Selada,1
14.05,29.6,84,166700,6.1,1448,724,26.6,Selada,1
15.03,28.4,86,14400,6.8,1507,753,27.8,Selada,1
7.31,25,99,5040,6.8,1708,854,25.3,Selada,1
8.33,24.5,99,2636,6.9,1733,866,24.3,Selada,1
9.33,24.3,82,5432,6.9,1730,865,24.9,Selada,1
10.32,24.3,74,5210,6.9,1746,873,28.3,Selada,1
11.44,24.8,84,111300,6.8,1711,851,29.7,Selada,1
13.12,25.6,97,4373,6.9,1788,894,27.9,Selada,1
14.08,26.5,91,4994,6.8,1731,865,28.3,Selada,1
15.12,27.9,98,18890,6.8,1795,897,29.9,Selada,1
7.37,24.2,99,1773,6.1,1742,871,23.8,Selada,1
8.38,22,99,1094,6.9,1769,884,24.4,Selada,1
9.41,22.8,83,24350,6.1,1575,787,25,Selada,1
11.23,24.4,58,90720,6.1,1729,864,26.3,Selada,1
12.05,26.5,60,121900,6.5,1728,864,28.3,Selada,1
13.06,26.6,70,51820,6.6,1754,877,29.3,Selada,1
14.06,27.6,75,21710,6.3,1555,777,29.2,Selada,1
15.12,28.5,57,21610,6.3,1705,852,25.6,Selada,1
7.39,24.7,99,7611,6.6,1711,855,22.8,Selada,1
9.45,24.7,89,13850,6.7,1708,854,23.5,Selada,1
10.36,24.8,86,16920,6.5,1702,851,25.1,Selada,1
11.05,24.7,72,38080,6.6,1702,851,26.6,Selada,1
12.03,25.9,58,58310,6.1,1785,896,29.2,Selada,1
13.12,25.6,66,94800,6.8,1719,846,27.3,Selada,1
14.14,24.9,66,89110,6.8,1474,737,27.1,Selada,1
15.12,24.8,99,979,6.9,1778,889,28,Selada,1
7.33,23.6,99,6409,6.9,1859,929,28.7,Selada,1
8.34,24,99,18390,6.9,1944,972,26.9,Selada,1
9.36,26.6,75,104000,6.8,1886,943,24.3,Selada,1
10.38,26.5,73,40560,6.9,1877,938,27.1,Selada,1
11.42,29.2,59,24650,6.8,1582,791,25.6,Selada,1
13.08,28,86,7898,6.8,1797,890,26.8,Selada,1
14.08,27.5,89,6512,6.1,1782,864,27,Selada,1
16.11,29.3,99,4924,6.9,1684,842,26.5,Selada,1
7.35,24,99,6619,6.1,1648,824,26.5,Selada,1
8.35,24.5,99,6470,6.1,1710,855,26.1,Selada,1
9.36,25.1,99,9937,6.6,1703,851,24.4,Selada,1
10.32,25.7,94,19000,6.8,1359,679,24.6,Selada,1
11.42,28,84,2626,6.5,1356,678,26,Selada,1
13.12,28,83,28550,6.5,1522,776,26.6,Selada,1
14.18,27.8,74,31910,6.7,1540,770,26.1,Selada,1
15.23,25.7,79,12000,6.5,1582,791,28.1,Selada,1
7.33,23.2,99,7705,6.6,1562,784,22.9,Selada,1
8.34,23.3,99,14480,6.5,1573,786,23.5,Selada,1
9.38,25,80,31360,6.1,1373,686,25.1,Selada,1
10.32,25.5,58,68530,6.8,1462,881,26,Selada,1
11.35,27.6,70,1151,6.8,1745,872,28,Selada,1
12.42,27.4,80,20940,6.9,1532,761,27.1,Selada,1
13.46,26.6,91,9970,6.9,1520,760,27.2,Selada,1
14.45,26.7,99,17310,6.9,1713,856,26.3,Selada,1
7.33,25.4,99,7335,6.8,1710,854,23.4,Selada,1
8.45,23.5,92,15430,6.9,1691,845,23,Selada,1
9.35,24.5,73,23230,6.8,1680,840,26.1,Selada,1
10.33,26,65,32820,6.8,1705,852,27,Selada,1
11.37,27.7,56,45370,6.1,1690,845,25.8,Selada,1
12.43,27.5,88,10940,6.9,1571,785,26.2,Selada,1
13.42,27.5,75,29660,6.1,1705,852,26,Selada,1
14.32,26.8,76,22030,6.1,1714,857,25.4,Selada,1
7.31,24.5,99,4745,6.5,1674,837,23,Selada,1
8.32,23.4,85,14360,6.6,1688,844,24.1,Selada,1
9.33,25.1,66,33630,6.3,1752,876,24.3,Selada,1
11.15,26,71,32120,6.3,1657,825,25.7,Selada,1
12.12,24.3,78,14460,6.6,1714,857,27,Selada,1
13.33,26.7,94,3281,6.7,1709,852,26.4,Selada,1
14.33,26.4,87,17230,6.5,1635,817,27.2,Selada,1
15.35,27.2,93,2083,6.6,1644,822,27.2,Selada,1
7.32,24.3,99,2505,6.5,1636,816,23.7,Selada,1
8.36,24.4,91,9331,6.1,1621,810,23.2,Selada,1
9.47,24.9,67,76640,6.8,1570,785,23.8,Selada,1
10.45,26.4,60,24110,6.8,1649,824,24.2,Selada,1
11.41,27.3,68,27180,6.8,1277,638,25.6,Selada,1
12.52,26,90,17660,6.9,1615,807,26.4,Selada,1
13.42,27.7,60,34490,6.9,1601,770,28,Selada,1
14.5,27.3,77,32020,6.9,1583,791,27,Selada,1
7.37,24.2,99,5877,6.8,1651,826,22.9,Selada,1
8.37,23.5,88,13570,6.9,1641,820,23.9,Selada,1
9.48,27,70,51580,6.8,1574,787,25,Selada,1
10.42,28.7,58,106000,6.8,1597,798,26,Selada,1
11.47,25.8,53,55530,6.1,1779,898,26.6,Selada,1
12.45,26.2,51,149600,6.9,1806,903,26.4,Selada,1
13.55,26.2,54,42540,6.1,1788,894,27.3,Selada,1
15.08,27.6,54,30520,6.1,1578,885,27.8,Selada,1
7.35,23,99,11420,6.7,1628,774,24.2,Selada,1
8.36,24.3,92,16610,6.2,1692,846,23.5,Selada,1
9.36,24.2,69,71690,6.4,1732,868,24.6,Selada,1
10.35,25.8,53,49720,6.5,1561,780,26.7,Selada,1
11.33,28,52,28050,6.5,1589,792,28.7,Selada,1
12.47,26,69,25530,6.5,1752,876,31,Selada,1
13.45,27.4,50,155900,6.4,1604,802,30,Selada,1
14.48,28.6,62,9443,6.8,1581,790,30.9,Selada,1
7.47,23.2,99,3912,6.8,1496,748,24.3,Selada,1
8.32,24.2,99,8230,6.4,1523,761,24.5,Selada,1
9.33,25.5,90,28040,6.4,1518,799,26.2,Selada,1
10.39,26.4,87,31130,6.3,1569,784,26,Selada,1
11.45,28.2,67,9323,6.5,1580,792,27.4,Selada,1
12.55,29.8,66,19950,6.8,1705,854,26.7,Selada,1
13.41,29.3,44,32850,6.5,1635,817,27.2,Selada,1
14.42,29.3,42,18760,6.7,1488,744,27.5,Selada,1
7.31,24.3,99,7583,6.6,1806,903,24.3,Selada,1
8.32,23.9,99,25970,6.7,1824,912,24,Selada,1
9.38,25.5,92,17450,6.1,1568,784,24.9,Selada,1
10.42,28.7,80,103600,6.5,1656,828,24.9,Selada,1
11.55,29.2,78,63760,6.4,1566,783,24.3,Selada,1
12.59,31,68,8612,6.4,1595,797,24.9,Selada,1
13.59,32.7,59,8008,6.4,1585,792,26,Selada,1
14.55,32.6,56,47120,6.4,1762,881,26.7,Selada,1
7.33,23.7,99,24870,6.4,1735,867,24.4,Selada,1
8.35,24.3,99,26170,6.9,1567,783,25,Selada,1
9.41,25.2,86,17380,6.9,1627,813,24.9,Selada,1
10.41,25.9,68,20080,6.8,1661,830,25.5,Selada,1
11.45,26.6,67,10380,7.1,1632,820,24.8,Selada,1
12.46,26.8,61,5100,6.6,1386,693,25.3,Selada,1
13.56,29.4,61,3980,6.7,1550,775,25.5,Selada,1
14.44,29.1,75,6213,6.5,1564,782,26.2,Selada,1
7.35,25.3,99,160200,6.6,1708,854,23.5,Selada,1
8.41,24.8,99,14900,6.5,1792,871,23.8,Selada,1
9.38,25.2,99,26100,6.1,1631,815,24.3,Selada,1
10.44,27.6,92,39220,6.8,1797,890,25,Selada,1
11.45,26.4,68,3304,6.8,1782,864,26.3,Selada,1
12.55,28.2,68,3467,6.9,1788,894,27.1,Selada,1
13.59,29.1,65,13820,6.9,1832,916,28.6,Selada,1
14.58,28.5,78,39110,6.9,1859,926,28.7,Selada,1
7.31,24.7,99,26830,6.8,1848,924,24.1,Selada,1
8.32,26.4,99,56900,6.9,1826,913,23.6,Selada,1
9.34,26,83,28380,6.8,1733,866,23.5,Selada,1
10.36,25.6,78,17070,6.8,1739,869,25.2,Selada,1
11.37,26.5,69,57600,6.1,1730,869,28,Selada,1
12.43,28.3,82,610,6.9,1448,724,27.6,Selada,1
13.59,28.4,70,1650,6.1,1507,753,28.9,Selada,1
15.36,27.3,55,2300,6.1,1474,737,28.5,Selada,1
7.35,24.8,99,5915,6.5,1778,889,23.7,Selada,1
8.38,24,99,4360,6.6,1859,929,23.5,Selada,1
9.35,24.1,99,1829,6.3,1944,972,23.5,Selada,1
10.36,25.8,88,31920,6.3,1886,943,24.9,Selada,1
11.32,29.7,83,22240,6.5,1877,938,27.8,Selada,1
12.35,30.4,93,9655,6.5,1582,791,27.6,Selada,1
13.32,29,84,14170,6.2,1771,885,28.6,Selada,1
14.35,29.5,86,3720,7.1,1806,903,28.3,Selada,1
7.32,24.5,99,96120,6.3,1813,906,24.2,Selada,1
8.34,24.5,99,17370,6.9,1795,902,25.1,Selada,1
9.47,25.9,82,40620,6.5,1768,884,24.8,Selada,1
10.48,29.3,74,11090,6.9,1759,879,25.9,Selada,1
11.42,30,84,3855,6.9,1597,789,25.9,Selada,1
12.36,27.7,97,14380,6.8,1797,898,26.6,Selada,1
13.36,28.5,91,16450,7.1,1782,892,27.3,Selada,1
14.25,28.7,98,25610,6.6,1812,906,27.1,Selada,1
7.38,25,99,1853,6.7,1532,761,23.3,Selada,1
8.39,24.8,99,19040,6.5,1713,856,23.8,Selada,1
9.47,24.9,89,22700,6.6,1721,860,24.8,Selada,1
10.52,24.9,99,42500,6.5,1721,860,25.6,Selada,1
11.55,25.7,99,186900,6.1,1678,839,26.1,Selada,1
12.53,25.4,90,21340,6.8,1737,868,26.1,Selada,1
14.09,28.8,69,9809,6.8,1788,894,26.6,Selada,1
15.05,27.3,69,1537,6.9,1832,916,28.1,Selada,1
7.44,24.2,66,14380,6.9,1859,926,24.1,Selada,1
8.41,25.1,65,16450,6.9,1627,813,23.8,Selada,1
10.14,25.6,76,25610,6.8,1723,866,26,Selada,1
10.02,28.7,72,19673,6.7,861,430,27.5,Selada,1
11.24,29.9,68,23101,6.7,900,451,27.2,Selada,1
14.53,28,65,25102,6.6,880,442,26.4,Selada,1
9.31,26.1,74,28354,6.8,870,435,26.2,Selada,1
10.35,28.1,65,41750,6.6,929,466,25.8,Selada,1
11.45,29.5,70,46201,6.7,940,471,26.5,Selada,1
12.51,30.1,63,43143,6.5,998,499,26.7,Selada,1
13.59,26.3,76,17720,6.6,954,477,25.9,Selada,1
15.31,25.3,81,8131,6.7,920,460,25.7,Selada,1
16.42,25.8,84,7254,6.7,935,468,26.2,Selada,1
8.41,24.5,92,7932,6.8,911,456,24.4,Selada,1
9.22,24.9,90,8902,6.7,917,458,24.8,Selada,1
10.04,25.2,87,14023,6.8,944,473,25.6,Selada,1
7.33,26.5,99,11480,6.2,873,436,22.9,Selada,1
8.43,30,76,2300,6.1,892,434,29.5,Selada,1
9.38,27.3,65,1987,6.4,887,447,30.4,Selada,1
10.44,29.6,89,26100,6.9,880,430,26.2,Selada,1
11.45,26.4,46,16590,6.5,885,433,34.1,Selada,1
12.55,23.3,83,10200,6.4,877,438,28.7,Selada,1
13.59,26.4,82,7611,6.6,877,438,27.6,Selada,1
14.58,30.3,50,27910,6.7,855,433,25.3,Selada,1
7.35,24.9,69,22580,5.9,881,440,26.2,Selada,1
8.32,27.6,87,3255,6.5,888,445,23.7,Selada,1
9.34,27.3,99,90720,6.1,887,442,26.7,Selada,1
10.36,27.6,57,11420,6.7,886,433,25.3,Selada,1
11.37,24.7,91,36600,6.8,877,443,26.1,Selada,1
12.43,26,94,45970,6.3,877,436,26.6,Selada,1
13.59,27.9,99,20245,6.6,841,420,28.3,Selada,1
15.36,24.4,99,13820,6.9,825,415,28,Selada,1
7.35,24.4,66,69780,6.5,850,425,23.8,Selada,1
8.38,23.7,52,11750,6.8,849,424,28.1,Selada,1
9.35,25.3,99,21340,6.8,852,426,27,Selada,1
10.36,25.8,72,26900,6.5,895,447,31,Selada,1
11.32,26.4,93,138400,6.4,863,431,26.2,Selada,1
12.35,27.8,92,4120,6.2,850,425,25.1,Selada,1
13.32,24.6,99,51170,6.2,839,419,24.4,Selada,1
14.35,26.7,99,16250,6.4,847,423,33.1,Selada,1
7.35,26.8,99,1610,6.3,853,426,27.6,Selada,1
8.34,28.4,88,8976,5.7,877,438,26.1,Selada,1
9.47,27.7,83,7611,6.6,892,440,26.6,Selada,1
10.48,24,99,17620,6.6,876,430,26.1,Selada,1
11.42,28.5,99,13990,6.6,884,435,25.1,Selada,1
